Nom_site;Typologie_intervention_ADEME;Commune;Code_INSEE;Activites_historiques_site;Description_activites;Surface_site_m2;Superficie_bati_m2;Arrete_Prefectoral_Travaux_Office;Numeros_parcelles_cadastrales;Resume_intervention_ADEME;Liens_vers_BASOL_BASIAS;Usage_actuel_site;Region;Departement;CoordXLambert2Etendue;CoordYLambert2Etendue;Etat_operation;fiches_export
SAMETO;Surveillance des milieux;Carpiquet;14137;Traitement de surface, Revêtements, Application peintures;Ancien atelier de travail mécanique et de traitement de surface des métaux. La société fabriquait des conteneurs de manutention en fil électro-zingué. Le site est implanté au Nord-Est de la commune de Carpiquet, dans la zone industrielle. L'activité du site a cessé définitivement début 2005.;9640;4500;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office en date du 13 septembre 2012 afin que l'agence procède à  la mise en sécurité des ouvertures par scellement de plaques béton ou acier, l'implantation de 2 piézomètres en aval du site, la réalisation d'un suivi de la qualité des eaux souterraine.;000BB27;Ancien atelier de travail mécanique et de traitement de surface des métaux. La société SAMETO fabriquait des conteneurs de manutention en fil électro-zingué. L'activité du site a cessé définitivement début 2005. En l'absence de responsable solvable, les actions de l'administration n'ont pas permis d'assurer la mise en sécurité du site. Dans ce cadre, une surveillance de la qualité des eaux souterraines a été menée pendant 4 ans montrant des impacts modérés des eaux souterraines au droit du site et faibles à  l'extérieur qui dans tous les cas ne dépassent pas les valeurs de référence. La mise en sécurité de ce site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;non renseigné;Normandie;14;398041,9;2469324,1;Terminée;
SATURNIC;Gestion et élimination de déchets;Valreas;84138;Déchets (Regroupement, Tri, Transit, Recyclage);L'entreprise SATURNIC était soumise à  autorisation au titre de la législation sur les installations classées pour la protection de l'environnement. Elle exploitait des installations de transit et de traitement de déchets amiantés et a été mise en liquidation judiciaire le 21 aout 2019.;5800;2200;La mission de l'ADEME est encadrée par arrêté préfectoral de travaux d'office en date du 30 juin 2020 qui confie à  l'agence la mise à  disposition de moyens de manutention aux détenteurs de déchets pour une reprise et un traitement de ceux-ci conformément au code de l'environnement, l'évacuation et élimination de déchets présents sur le site;000Q230;L'entreprise SATURNIC était soumise à  autorisation au titre de la législation sur les installations classées pour la protection de l'environnement. Elle exploitait des installations de transit et de traitement de déchets amiantés et a été mise en liquidation judiciaire le 21 aout 2019. En l'absence de responsable solvable, les actions de l'administration n'ont pas permis de finaliser la mise en sécurité du site. De fait, la préfecture a chargé l'ADEME de cette mise en sécurité. Des actions d'évacuation et élimination des déchets sont en cours sur ce site.;;Non renseigné;PACA;84;809222,1;1933699,6;En cours;SATURNIC_84138_10112021.pdf
SAVOIE CHROME DUR;Gestion et élimination de déchets;Ville-la-Grand;74305;Traitement de surface, Revêtements, Application peintures;Société qui était spécialisée dans le chromage dur de diverses pièces métalliques en acier, laiton, bronze ou aluminium destinées à  de nombreux secteurs d'activité (automobile, aéronautique, médical, textile, BTP, agroalimentaire). L'établissement comprend les principales installations suivantes : deux lignes de chromages dur, des installations de dégraissage chimique, électrochimique et aux solvants chlorés, des stockages de produits chimiques utilisés pour la constitution des bains de traitement de surface. Par jugement en date du 19 juin 2009, le Tribunal de Grande Instance de Thonon-les-Bains a prononcé la liquidation judiciaire de la société SAVOIE CHROME DUR SERVICES. ;26540;10200;;000B1772;;;Non renseigné;Auvergne-Rhone-Alpes;74;904485,4;2141700,9;En cours;
SCHAELLEBAUM (GARAGE);Investigations environnementales;Châtenois;88095;Station service;Garage de réparation de voitures et Détail de carburant. A la suite d'une pollution par des hydrocarbures du réseau d'assainissement communal, une étude a prouvé que le garage Schaà«llebaum en était le responsable.;2940;680;La mission de l'ADEME était encadrée par divers arrêtés préfectoraux en date du 12 décembre 2011 et du 30 novembre 2016 qui confiaient à  l'agence la réalisation d'investigations environnementales;00010_5;Garage de réparation de voitures et Détail de carburant. A la suite d'une pollution par des hydrocarbures du réseau d'assainissement communal, une étude a prouvé que le garage Schaellebaum en était le responsable. En l'absence de responsable solvable, les actions de l'administration n'ont pas permis d'assurer la mise en sécurité du site et le controle de ses effets. De fait, en accord avec le ministère en charge de l'environnement, la préfecture a missionné l'ADEME pour la réalisation d'investigations environnementales. Des impacts de l'ancienne activité ont été mesuré sur les eaux souterraines et sur les sols mais ne remettent pas en cause les usages constatés. La mise en sécurité du site est terminé.;;Non renseigné;Grand-Est;67;975757;2376378;Terminée;
SCIERIE GERARD;Investigations environnementales;Chaux-des-Crotenay;39129;Bois (Transformation, Utilisation, Traitement);"Le site est une ancienne scierie classée qui utilisait des produits de préservation du bois. Le site a été mis en liquidation en septembre 1998. Un tas d'écorces situé le long de la ""Lemme"" a fait l'objet d'investigations complémentaires qui ont montré un impact significatif de polluants couramment utilisés dans l'industrie du bois sur les sols, la nappe et le cours d'eau superficiel.";26350;2000;La mission de l'ADEME est encadrée par arrêté préfectoral de travaux d'office en date du 27 décembre 2016 qui chargeait l'agence d'action de limitation des intrusions ou démolitions de bâtiments et d'investigations environnementales.;000B591;"Le site est une ancienne scierie classée qui utilisait des produits de préservation du bois. La société a été mise en liquidation en septembre 1998. Un tas d'écorces situé le long de la ""Lemme"" a fait l'objet d'investigations complémentaires qui ont montré un impact significatif en polluants couramment utilisés dans l'industrie du bois sur les sols, la nappe et le cours d'eau superficiel. En l'absence de responsable solvable, la préfecture a chargé l'ADEME d'investigations environnementales visant la mise en sécurité de l'ancien site au regard de ses effets potentiels sur l'environnement proche. Des actions sont toujours en cours sur ce site.";;Non renseigné;Bourgogne-Franche-Comté;39;875899,7;2189954,7;En cours;
SEA (MARTIN);Travaux, Dépollution et Maîtrise des transferts, Surveillance des milieux;Marsac-en-Livradois;63211;Plastique (Fabrication, Production, Transformation, Utilisation);Années 30: Création de cette usine sur le cours du ruisseau de Grandrif (usine à  papier exploitée par Mr COUPRIE) Années 40: Conversion de l'activité avec le rachat du site par MARTIN SEA : usine de fonderie de caoutchouc à  partir de ballons, ... Fabrication de caoutchouc synthétique (dont fabrication et/ou dépôt de pneus neufs et rechapage. Années 1970: Faillite et abandon de ce site de production Années 1990: Usine en friche, aucun réaménagements prévus;13800;0;;000B2035;;;Non renseigné;Auvergne-Rhone-Alpes;63;711996,4;2053852,1;En cours;
SEAM;Gestion et élimination de déchets;Les Mureaux;78440;Traitement de surface, Revêtements, Application peintures;Sur ce site, une usine de fabrication de klaxon a été exploitée de 1974 à  2005. L'unité comprenait un atelier de traitement de surface, le volume des bains étant de 48 m3. La société SEAM, qui exploitait l'installation depuis 1990, a été mise en liquidation judiciaire le 5 avril 2005.;7800;3600;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office en date du 01 mars 2010 qui confiait à  l'agence l'évacuation et l'élimination des déchets et produits dangereux présents sur le site notamment les effluents liquides des bains de traitement, les produits contenus dans les fosses à  l'extérieur de l'établissement.;000AN13;La société SEAM mené sur ce site depuis 1990 une activité de fabrication de klaxon et exploitait un atelier de traitement de surface. La société a été mise en liquidation judiciaire le 5 avril 2005. En l'absence de responsable solvable, les actions de l'administration à  l'encontre des responsables n'ont pas permis la mise en sécurité du site. De fait, en accord avec le ministère en charge de l'environnement, la préfecture a chargé l'ADEME de cette mise en sécurité. Dans ce cadre divers déchets industriels ont été évacués et éliminés dans les filières agréées. La mise en sécurité de ce site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME. ;;Non renseigné;Ile-de-France;78;569655,5;2443921,9;Terminée;
SEIL;Investigations environnementales;Maisons-Laffitte;78358;Non renseigné;En toute illégalité pendant 10 ans des dépôts important de matériaux divers (déchets de chantier, gravats, encombrants â€¦) d'un volume approximatif de 300 000 m3 et la pose d'une couverture végétale ont été réalisés sur une partie d'une ile de la Seine. Au cours du curage du bras mort de la Seine des teneurs élevées en ETM ont été mesurées pouvant provenir des remblais.;Non renseigné;non renseigné;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office en date du 25 février 2000 qui confiait à  l'agence la réalisation d'investigations environnementales;;Le site a accueilli une décharge illégale de déchets de 1970 à  1996 exploitée par la SARL d'exploitation de l'Ile Laborde (S.E.I.L.). Compte tenu des présomptions de pollution au vu de l'activité exercée et de l'absence de responsables solvables, la préfecture a chargé l'ADEME d'une mission de diagnostic environnemental. Dans ce cadre, les investigations ont montré des impacts sur l'environnement de l'ancienne activité. La mise en sécurité de ce site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME. ;;Non renseigné;Ile-de-France;78;;;Terminée;
SEMAIRE (DECHARGE DE);Gestion et élimination de déchets, Investigations environnementales, Travaux, Dépollution et Maîtrise des transferts;La Ciotat;13028;Dépôt (déchets divers);"L'exploitation du site débute en 1976 sous forme de décharge privée de produits réputés inertes et d'une ""déposante"" de matières de vidange des fosses d'aisance et septiques. Les dépôts se perpetuent de 1976 à  l'an 2000. Les déchets représentent une superficie de 10000 à  12000 mÂ² et une hauteur de 15 à  20m. La décharge du site était le lieu d'un incendie couvrant (fumerolles ...)";non renseigné;non renseigné;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office en date du 21 août 2001 et du 5 avril 2001 qui confiaient à  l'agence des opérations de gestion prévention d'incendie au droit de la décharge, l'évacuation et élimination de déchets présents en surface et présentant un risque incendie, la réalisation d'investigations environnementales.;;"L'exploitation du site débute en 1976 sous forme de décharge privée de produits réputés inertes et d'une ""déposante"" de matières de vidange des fosses d'aisance et septiques. Les dépôts se perpetuent de 1976 à  l'an 2000. Les déchets représentent une superficie de 10000 à  12000 mÂ² et une hauteur de 15 à  20m. La décharge du site était le lieu d'un incendie couvrant (fumerolles ...). En l'absence de responsable solvable, les actions de l'administration n'ont pas permis d'assurer la mise en sécurité du site. De fait, en accord avec le ministère en charge de l'environnement, la préfecture a confié à  l'ADEME la mise en sécurité du site. Dans ce cadre, diverses études de gestion des feux couvrant et du risque incendie ont été menées.";;Reprise du site par la collectivité;PACA;13;;;Terminée;
SENAT;non renseigné;Graulhet;81105;Mégisserie, tannerie;Le site a changé plusieurs fois d'exploitants. Les activités qui ont été menées sont les suivantes :  l'apprêt et le tannage des cuirs, la préparation et la teinture des fourrures et cuirs (tannerie, mégisserie, corroierie, peux vertes ou bleues), ennoblissement du textile (teinture, impression...), présence d'un dépôt de liquides inflammables. une rivière sous buse sépare le site en 2 (le Dadou). Un bassin des eaux de collecte de l'usine se trouve à  l'entrée de celle-ci. La société nouvelle des Etablissements SENAT a été placée en liquidation judiciaire le 28 juin 2011.;7800;2300;Non intervention SRD;000AV173 et 000AV250;;;Non connu;Occitanie;81;570924,2;1862128,2;Non intervention SRD;
SEPS;Gestion et élimination de déchets, Investigations environnementales, Travaux, Dépollution et Maîtrise des transferts, Surveillance des milieux, Maintenance des mesures de gestion;Salsigne;11372;Minerais et matière minérale (Extraction, Production, Transformation);Le site minier de Salsigne implanté dans l'Aude sur 581 ha est réparti sur les communes de Salsigne, Lastours, Villanière et Limousis. Les activités d'exploitation minière remontent à  1873 avec durant la longue période de vie du site, de l'extraction minière et des productions, à  partir de traitements pyrométallurgiques et hydrométallurgiques par cyanuration, d'anhydride arsenieux, d'or, d'argent, de cuivre, de bismuth et d'anhydride sulfurique.  A partir de 1966, les activités de ce site sont sous le contrôle de la Société des Mines et Produits Chimiques de Salsigne est créée (S.M.P.C.S.). En 1980, face à  des résultats financiers désastreux, le B.R.G.M. prend le contrôle de la S.M.P.C.S. par l'intermédiaire de sa filiale COFRAMINE. En 1990, les activités de production sont déficitaires et la S.M.P.C.S. est mise en liquidation. En 1991, les activités sont scindées en trois. : La pyrométallurgie est reprise par la Société d'Exploitation Pyrométallurgique de Salsigne (SEPS) qui se spécialise dans le retraitement des déchets industriels mais devra arrêter son activité en 1996 ;non renseigné;non renseigné;La mission de l'ADEME était encadrée par plusieurs arrêtés préfectoraux de travaux d'office (APTO 14/12/1998, 21/05/1999, 17/06/1999, 04/08/2000, 09/05/2011, 31/03/2004, 30/01/2006, 23/03/2009) visant un certain nombre d'interventions de mise en sécurité du industriel de la Combe du Saut.;;Le site minier de Salsigne implanté dans l'Aude sur 581 ha est réparti sur les communes de Salsigne, Lastours, Villanière et Limousis. Les activités d'exploitation minière remontent à  1873 avec durant la longue période de vie du site, de l'extraction minière et des productions, à  partir de traitements pyrométallurgiques et hydrométallurgiques par cyanuration, d'anhydride arsenieux, d'or, d'argent, de cuivre, de bismuth et d'anhydride sulfurique. En 1990, les activités de production sont déficitaires et la S.M.P.C.S. est mise en liquidation. En Septembre 1998, sur la base d'un rapport du Conseil Général des mines (rapport Barthélémy Legrand), l'Etat confie la maîtrise d'ouvrage des opérations de réhabilitation du site de La Combe du Saut à  l'ADEME.;;non renseigné;Occitanie;11;604072,1;1812398,9;Terminée;
SER (SURFACE ELETROLYTIQUE DE REVETEMENT);Gestion et élimination de déchets;Argentan;61006;Traitement de surface, Revêtements, Application peintures;Atelier de traitement de surface de pièces métalliques, exploité depuis 1973 par la société SER (Société d'études régionale), implanté dans une zone industrielle de la commune d'Argentan. Un arrêté préfectoral régularise l'activité de zingage cyanuré le 5 mai 1993. En 2000, le site est racheté par la société SARL SER (Surface Electrolytique et de Revêtement). Après une période de baisse d'activité, le site est mis en liquidation judiciaire en mars 2002. ;2430;0;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office en date du 19 février 2007 qui chargeait l'agence d'opérations d'évacuation et élimination de déchets dangereux et susceptibles de polluer l'environnement avec notamment les bains de traitement de surface, la station de détoxication, diverses fosses ...;000ZE289;Atelier de traitement de surface de pièces métalliques, exploité depuis 1973 par la société SER (Société d'études régionale), implanté dans une zone industrielle. Après une période de baisse d'activité, le site est mis en liquidation judiciaire en mars 2002. En l'absence de responsable solvable, les actions de l'administration n'ont pas permis la mise en sécurité du site. De fait, la préfecture a chargé l'ADEME de cette mise en sécurité. Dans ce cadre, 56T de déchets dangereux ont été évacués et éliminés dans les filières agréées. La mise en sécurité de ce site est terminée.  L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;non renseigné;Normandie;61;425913,5;2417835,3;Terminée;
SERACHROM;Gestion et élimination de déchets, Investigations environnementales, Surveillance des milieux;Plessé;44128;Traitement de surface, Revêtements, Application peintures;La société SERACHROM a exploité de 1973 à  1981 une activité de traitement de surfaces. L'établissement pratiquait le chromage dur, le nickelage, le cadmiage et l'oxydation anodique. Lors de sa cessation d'activité, suite à  la liquidation de la société, les installations ont été laissées en l'état notamment les cuves de traitement de surface, le stockage des produits toxiques (cyanure de sodium) et un transformateur au PCB (polychlorobiphényle). D'après le propriétaire du site, il existait une cuve de décantation enterrée sous la cour à  l'ouest des bâtiments qui collectait les effluents aqueux en provenance de l'atelier (eaux de lavage acide). Après un traitement sommaire par neutralisation du pH, ces effluents étaient répandus dans le bois situé à  l'ouest, via des buses enterrées en terre cuite. Le sol de cet ancien atelier de traitement de surface a été pollué par des métaux (essentiellement chrome, cadmium, nickel et zinc) provenant de cuves en mauvais état (fuites) et par des PCB (polychlorobiphényles) issus d'un transformateur après l'abandon en l'état du site en 1981 par la société SERACHROM en liquidation judiciaire. ;11000;4200;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office en date du 20 mars 1999, du 11 février 1992 et du 25 janvier 2001. L'ADEME était chargée de l'évacuation et élimination des déchets dangereux et de la réalisation d'investigations environnementales.;000YV100 000YV101 000YV102 000YV33 000YV78;La société SERACHROM a exploité de 1973 à  1981 une activité de traitement de surfaces. La société a fait l'objet d'une cessation d'activité et les actions de l'administration à  l'encontre des responsables n'ont pas permis d'assurer la mise en sécurité du site. De fait, en accord avec le ministère en charge de l'environnement, la préfecture a chargé l'ADEME de cette mise en sécurité. Dans ce cadre, 412T de déchets ont été évacués vers les filières autorisées et des investigations environnementales et surveillance ont été engagées. La mise en sécurité du site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;non renseigné;Pays-de-la-Loire;44;282113,5;2288958;Terminée;
SERFA DECORS;Gestion et élimination de déchets;Fressenneville;80360;Traitement de surface, Revêtements, Application peintures;Ancien atelier de traitement de surfaces comportant plusieurs chaînes de métallisation (cuivre, nickel, zinc, chrome, cadmium, étain). Cet établissement avait été laissé en état lors de la mise en liquidation de l'entreprise en mars 1998.;3290;500;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office en date du 16 février 2015 qui confiait à  l'agence les opérations d'évacuation et élimination de déchets susceptibles de polluer l'environnement, des actions de limitation des intrusions.;000AC62 à  000AC64- 000AC371;Ancien atelier de traitement de surfaces comportant plusieurs chaînes de métallisation (cuivre, nickel, zinc, chrome, cadmium, étain). Cet établissement avait été laissé en état lors de la mise en liquidation de l'entreprise en mars 1998. En l'absence de responsable solvable, les actions de l'administration n'ont pas permis de finaliser la mise en sécurité du site. De fait, en accord avec le ministère en charge de l'environnement, la préfecture a chargé l'ADEME de cette mise en sécurité. Dans ce cadre, 58T de déchets ont été évacués et éliminés dans les filières agréées. La mise en sécurité du site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;Non renseigné;Hauts-de-France;80;545691,3;2564155,2;Terminée;
SERMAISES (DECHARGE DE);Investigations environnementales, Surveillance des milieux;Sermaises;45310;Décharge (déchets ménagers et assimilés);Pollution historique aux solvants chlorés (TCE, PCE, TCA) qui touche les captages AEP des communes de Rouvres Saint-Jean (45) et Bois Herpin (91) à  des concentrations supérieures aux valeurs de l'OMS (nappe des calcaires de Brie). 3 sites industriels (EPTA RACK, SOGESPOL, CHRYSO) ont été identifiés comme ayant pu être à  l'origine des pollutions et ont mis en oeuvre des mesures de controle appropriées. Malgré cela des incertitudes demeurent et l'ancienne décharge au nord-est de la ville de Sermaises (45), qui ne dispose plus d'exploitant, pose question.;20000;0;16 février 2009 (UI), il sera procédé par l'ADEME à  l'exécution des travaux suivants : définition de l'implantation des ouvrages de contrôles en amont et en aval de la décharge, réalisation de ces ouvrages, prélèvements pour analyses permettant d'acquérir les connaissances nécessaires à  la propagation verticale des polluants au droit de la décharge jusqu'à  la nappe des calcaires de Brie.;000ZL13- de 000ZL36 à  000ZL39 et 000ZL43;;;Non connu;Centre-Val de Loire;45;590531,7;2367615,3;Terminée;
SERRES DE PORTZIC;non renseigné;Brest;29019;Agroalimentaire et Agriculture (Production, Fabrication, Transformation);;;;;;;;Non connu;Bretagne;29;;;En cours;
SESA;Gestion et élimination de déchets, Investigations environnementales;Sarreguemines;57631;Fonderie, Métallurgie, Forge;Le site de l'ancienne fonderie SESA se trouve en zone urbaine, sur la rive droite de la rivière Â« La Sarre Â». Le site présente une contamination en hydrocarbures et éléments traces métalliques dans les sols, des teneurs en hydrocarbures et en composés organiques volatils (COV) dans les eaux souterraines. La société a été placée en liquidation judiciaire en 1997.;8000;1200;La mission de l'ADEME est encadrée par arrêté préfectoral de travaux d'office en date du 09 mai 2012 qui confiait à  l'agence la réalisation d'investigations environnementales.;00010_352 à  000A0_354;Le site de l'ancienne fonderie SESA se trouve en zone urbaine, sur la rive droite de la rivière Â« La Sarre Â». La société a été placée en liquidation judiciaire en 1997. En l'absence de responsable solvable, les actions de l'administration n'ont pas permis d'assurer la mise en sécurité du site et de controler ses effets. De fait, la préfecture a chargé l'ADEME de cette mise en sécurité. Dans ce cadre, des investigations environnementales ont été engagées. Des actions sont toujours en cours sur ce site.;;Non renseigné;Grand-Est;57;946055,4;2468311,1;En cours;
SIADIS;Gestion et élimination de déchets;Lagny le sec;60341;Déchets (Regroupement, Tri, Transit, Recyclage);La société SIADIS menait une activité de transit, regroupement de déchets dangereux sans avoir procédé à  la déclaration prévue au Code de l'environnement. L'inspection des installations classés pour la protection de l'environnement a été réquisitionnée afin d'effectuer une visite d'inspection sur le site. Il a été constaté diverses non conformités et l'absence de responsables solvables.;32000;7500;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office en date du 08 avril 2019 qui confiait à  l'agence l'évacuation et l'élimination des déchets susceptibles de polluer l'environnement.;000ZB64;La société SIADIS menait une activité de transit, regroupement de déchets dangereux sans avoir procédé à  la déclaration prévue au Code de l'environnement. En l'absence de responsable solvable, les actions de l'administration à  l'encontre des responsables n'ont pas permis d'assurer la mise en sécurité du site. De fait, en accord avec le ministère en charge de l'environnement, la préfecture a chargé l'ADEME de cette mise en sécurité. Dans ce cadre, un volume important de déchets dangereux a été évacué et éliminé dans les filières agréées.;;Non renseigné;Hauts-de-France;60;632683,6;2453013,7;En cours;
SICVEN;Gestion et élimination de déchets, Investigations environnementales;Aiguebelle;73002;Fonderie, Métallurgie, Forge;Friche industrielle, anciennement exploitée successivement par la SOFREM (1937-1987), puis la SA BIANCHINI (1987-1993), puis la société REALINDUS (1993-1998), et, enfin, la société SICVEN FRANCE jusqu'en 1998, date à  laquelle l'activité industrielle a complètement cessé. Les activités exercées sur ce site ont été orientées autour de la métallurgie : fabrication de ferro Silicium (SOFREM), Broyage, tamisage et mise en briquettes de ferro alliages (SA BIANCHINI), Broyage, tamisage et conditionnement de carbure de silicium (REALINDUS). L'évaluation simplifiée des risques, prescrite a révélé : la présence de polluants (métaux et terres rares) dans les matériaux utilisés pour remblayer à  l'origine le site, la présence de polluants et notamment en métaux dans les déchets entreposés sur le site, une contamination en hydrocarbures, toutefois limitée en superficie.;12500;3300;;000A952 à  000955- 000A1171- 000A1236- 000A1669- 000A2045;;;Non renseigné;Auvergne-Rhone-Alpes;73;910316,9;2065696,8;En cours;
SIMT (SOCIETE INDUSTRIELLE DE MUNITIONS ET TRAVAUX);Gestion et élimination de déchets, Investigations environnementales;Saint-Martin-de-Crau;13097;Munition Pyrotechnie Armement (Production, Destuction, Enfouissement);La Société Industrielle de Munitions et de Travaux (SIMT) a été autorisée à  exploiter un chantier de destruction de munitions, poudres et explosifs par arrêté préfectoral en date du 12 mars 1958. La société a été placée en liquidation judiciaire en mai 2006.;non renseigné;non renseigné;La mission de l'ADEME est encadrée par divers arrêtés préfectoraux pris en date du 10 juillet 2015 et en date du 02 février 2016 qui confiaient à  l'agence des actions de limitation des intrusions, l'évacuation de déchets industriels et la réalisation d'investigations environnementales.;;La Société Industrielle de Munitions et de Travaux (SIMT) a été autorisée à  exploiter un chantier de destruction de munitions, poudres et explosifs par arrêté préfectoral en date du 12 mars 1958. La société a été placée en liquidation judiciaire en mai 2006. Les actions de l'administration à  l'encontre des responsables n'ont pas permis d'assurer la mise en sécurité du site. De fait, la préfecture a chargé l'ADEME de cette mise en sécurité. DIvers déchets ont été évacués et éliminés en filière agréées et les investigations environnementales sur les eaux souterraines ont montré des impacts limités.;;Non renseigné;PACA;13;809396,3;1854226,2;Terminée;
SIRP;Gestion et élimination de déchets;Corbeil-Essonnes;91174;Papier Carton (Fabrication, Production);Cette ancienne usine de fabrication de papier a cessé son activité dans le courant des années 1990. La société SIRP a été mise en liquidation judiciaire.;Non renseigné;non renseigné;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office qui chargeait l'agence de l'évacuation et élimination de déchets industriels.;;Cette ancienne usine de fabrication de papier a cessé son activité dans le courant des années 1990. En l'absence de responsable solvable, les actions de l'administration n'ont pas permis d'assurer la mise en sécurité du site. De fait, en accord avec le ministère en charge de l'environnement, la préfecture a chargé l'ADEME de cette mise en sécurité. Dans ce cadre, divers déchets industriels ont été évacués et éliminés dans les filières agréées. La mise en sécurité de ce site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;Non renseigné;Ile-de-France;91;609917,6;2399054,3;Terminée;
SITL ET CENTRO;Gestion et élimination de déchets, Investigations environnementales;Lyon;69123;Minéraux non métalliques (Extraction, Production, Transformation);Deux exploitants ICPE (SITL et CENNTRO) sont en cours de cessation d'activité sur le site et sont par ailleurs en liquidation judiciaire. La liquidation de SITL est impécunieuse, des déchets dangereux appartenant à  cette société sont encore présent sur le site ainsi que dans la STEP. Présence d'une pollution importante liée à  l'ancienne usine à  goudron exploitée avant la reconversion du site dans la fabrication d'électroménager;60540;35750;;000BV21- 000BV23- 000BV26- 000BV36;;;non renseigné;Auvergne-Rhone-Alpes;69;794883,9;2084316,8;En cours;
SKLM;Gestion et élimination de déchets;Falaise;14258;Station service;La station-service, située route de Putanges à  Falaise, est exploitée depuis le 26 novembre 1985 sous le régime de la déclaration. Le 19 février 2016, Me LIZE informe l'inspection des installations classées qu'il est désigné liquidateur de la liquidation judiciaire de la sté SKLM, intervenue le 3 février 2016.;non renseigné;non renseigné;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office en date du 04 octobre 2018 qui chargeait l'agence de la vidange, du nettoyage et de l'inertage de la cuve d'hydrocarbures, le nettoyage des tuyauteries et des pompes à  essences, le nettoyage des sols souillés;000AM520;SKLM est une ancienne station-service qui a fait l'objet d'une liquidation judiciaire le 03 février 2016. En l'absence de responsable solvable, les actions de l'administration n'ont pas permis d'assurer la mise en sécurité du site. De fait, la préfecture a chargé l'ADEME de cette mise en sécurité. Dans ce cadre, 11T de déchets dangereux et susceptibles de polluer l'environnement ont été évacués et éliminés dans les filières agréées. La mise en sécurité de ce site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;non renseigné;Normandie;14;413986,3;2435001;Terminée;
SLEC;Gestion et élimination de déchets, Investigations environnementales;Chalezeule;25112;Traitement de surface, Revêtements, Application peintures;Sur le site se sont succédées plusieurs entreprises dont les activités ont consisté au travail mécanique, au traitement des métaux et à  l'application et au séchage de peintures. Lors de la cessation des activités de l'entreprise SLEC, dernière occupante des locaux, divers déchets et produits ont été abandonnés et laissés en l'état après liquidation judiciaire.;13600;5800;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office en date du 19 janvier 1995 qui confiait à  l'agence l'enlèvement et l'élimination des déchets abandonnés sur le site et la réalisation d'investigations environnementales.;000AO158- 000AO185 à  000AO190;Sur le site se sont succédées plusieurs entreprises dont les activités ont consisté au travail mécanique, au traitement des métaux et à  l'application et au séchage de peintures. Lors de la cessation des activités de l'entreprise SLEC, dernière occupante des locaux, divers déchets et produits ont été abandonnés et laissés en l'état après liquidation judiciaire. En l'absence de responsable solvable, les actions de l'administration n'ont pas permis d'assurer la mise en sécurité du site. De fait, en accord avec le ministère en charge de l'environnement, la préfecture a chargé l'agence de cette mise en sécurité qui est aujourd'hui terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;Entreprise et salle de sport;Bourgogne-Franche-Comté;25;881306,5;2258312,2;Terminée;
